company_code1|company_code2|company_code3|pol_no|ins_date|app_name|app_cst_no|app_id_no|insfav_type|insbene_cus_pro|relation|fav_type|name|insbene_cst_no|insbene_id_no|pt
"33640000"|"F1008933000020"|""|"P336401001201900000003"|"190722"|"玉藻前葫芦兄弟黑科技股份有限公司"|"21001128000000008000000000"|"8000000008"|"11"|"12"|"@N"|""|"玉藻前葫芦兄弟黑科技股份有限公司"|"21001128000000008000000000"|"8000000008"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336401002201900000003"|"190620"|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"11"|"12"|"@N"|""|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336401808201800000002"|"181210"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336401808201800000001"|"181210"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336401808201800000003"|"181211"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336401808201800000004"|"181211"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336401808201800000005"|"181211"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336401808201800000006"|"181211"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404000201800000001"|"181213"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404000201800000002"|"181214"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404000201800000003"|"181214"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404000201800000004"|"181214"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404000201800000005"|"181214"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404000201800000006"|"181214"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404000201800000007"|"181214"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404001201800000001"|"181214"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404001201800000002"|"181214"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404001201800000003"|"181214"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404001201800000004"|"181214"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404001201900000004"|"190916"|"京东自动分拣机科技有限公司"|"21001112345678880000000000"|"234567888"|"11"|"12"|"@N"|""|"京东自动分拣机科技有限公司"|"21001112345678880000000000"|"234567888"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404001201900000005"|"190916"|"京东自动分拣机科技有限公司"|"21001112345678880000000000"|"234567888"|"11"|"12"|"@N"|""|"京东自动分拣机科技有限公司"|"21001112345678880000000000"|"234567888"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404002201800000001"|"181211"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404002201800000002"|"181211"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404002201800000003"|"181211"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404002201800000004"|"181211"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404002201800000005"|"181211"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404002201800000006"|"181211"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404003201800000001"|"181221"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404603201800000008"|"181221"|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"11"|"12"|"@N"|""|"浙分-测试"|"21100026234325435213400008"|"62343254352134"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336404803201800000001"|"181221"|"测试-浙分"|"21001112131242342350000005"|"213124234235"|"11"|"12"|"@N"|""|"测试-浙分"|"21001112131242342350000005"|"213124234235"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336409001201900000001"|"190620"|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"11"|"12"|"@N"|""|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910000026"|"190414"|"测试团体股份有限公司"|"21001124210811997022529992"|"421081199702252999"|"11"|"11"|"@N"|""|"张一发"|"11200014105231993122200370"|"410523199312220037"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910000026"|"190414"|"测试团体股份有限公司"|"21001124210811997022529992"|"421081199702252999"|"11"|"11"|"@N"|""|"张二发"|"11200012201011997022501566"|"220101199702250156"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910000026"|"190414"|"测试团体股份有限公司"|"21001124210811997022529992"|"421081199702252999"|"11"|"11"|"@N"|""|"张三发"|"11200012201011997022501132"|"220101199702250113"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910000026"|"190414"|"测试团体股份有限公司"|"21001124210811997022529992"|"421081199702252999"|"11"|"11"|"@N"|""|"张四发"|"11200012201011997022500920"|"220101199702250092"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910000110"|"190414"|"测试团体股份有限公司"|"21001124210811997022529992"|"421081199702252999"|"11"|"11"|"@N"|""|"张一发"|"11200014105231993122200370"|"410523199312220037"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910000110"|"190414"|"测试团体股份有限公司"|"21001124210811997022529992"|"421081199702252999"|"11"|"11"|"@N"|""|"张二发"|"11200012201011997022501566"|"220101199702250156"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910000110"|"190414"|"测试团体股份有限公司"|"21001124210811997022529992"|"421081199702252999"|"11"|"11"|"@N"|""|"张三发"|"11200012201011997022501132"|"220101199702250113"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910000110"|"190414"|"测试团体股份有限公司"|"21001124210811997022529992"|"421081199702252999"|"11"|"11"|"@N"|""|"张四发"|"11200012201011997022500920"|"220101199702250092"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910000111"|"190414"|"测试团体股份有限公司"|"21001124210811997022529992"|"421081199702252999"|"11"|"11"|"@N"|""|"张一发"|"11200014105231993122200370"|"410523199312220037"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910000111"|"190414"|"测试团体股份有限公司"|"21001124210811997022529992"|"421081199702252999"|"11"|"11"|"@N"|""|"张二发"|"11200012201011997022501566"|"220101199702250156"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910000111"|"190414"|"测试团体股份有限公司"|"21001124210811997022529992"|"421081199702252999"|"11"|"11"|"@N"|""|"张三发"|"11200012201011997022501132"|"220101199702250113"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910000111"|"190414"|"测试团体股份有限公司"|"21001124210811997022529992"|"421081199702252999"|"11"|"11"|"@N"|""|"张四发"|"11200012201011997022500920"|"220101199702250092"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001148"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"彭波"|"11200015225271975101411301"|"522527197510141130"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001148"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"郭学志"|"11200015202031971050514157"|"520203197105051415"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001148"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"潘小岩"|"11200015204231984050600153"|"520423198405060015"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001148"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张州"|"11200015225291978022426148"|"522529197802242614"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001148"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张绪文"|"11200014203231978031400170"|"420323197803140017"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001158"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"彭波"|"11200015225271975101411301"|"522527197510141130"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001158"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"郭学志"|"11200015202031971050514157"|"520203197105051415"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001158"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"潘小岩"|"11200015204231984050600153"|"520423198405060015"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001158"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张州"|"11200015225291978022426148"|"522529197802242614"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001158"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张绪文"|"11200014203231978031400170"|"420323197803140017"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001173"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"彭波"|"11200015225271975101411301"|"522527197510141130"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001173"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"郭学志"|"11200015202031971050514157"|"520203197105051415"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001173"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"潘小岩"|"11200015204231984050600153"|"520423198405060015"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001173"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张州"|"11200015225291978022426148"|"522529197802242614"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001173"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张绪文"|"11200014203231978031400170"|"420323197803140017"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001174"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"彭波"|"11200015225271975101411301"|"522527197510141130"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001174"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"郭学志"|"11200015202031971050514157"|"520203197105051415"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001174"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"潘小岩"|"11200015204231984050600153"|"520423198405060015"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001174"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张州"|"11200015225291978022426148"|"522529197802242614"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001174"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张绪文"|"11200014203231978031400170"|"420323197803140017"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001176"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"彭波"|"11200015225271975101411301"|"522527197510141130"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001176"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"郭学志"|"11200015202031971050514157"|"520203197105051415"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001176"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"潘小岩"|"11200015204231984050600153"|"520423198405060015"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001176"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张州"|"11200015225291978022426148"|"522529197802242614"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001176"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张绪文"|"11200014203231978031400170"|"420323197803140017"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001182"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"彭波"|"11200015225271975101411301"|"522527197510141130"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001182"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"郭学志"|"11200015202031971050514157"|"520203197105051415"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001182"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"潘小岩"|"11200015204231984050600153"|"520423198405060015"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001182"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张州"|"11200015225291978022426148"|"522529197802242614"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001182"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张绪文"|"11200014203231978031400170"|"420323197803140017"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001216"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"彭波"|"11200015225271975101411301"|"522527197510141130"|"20191013000000"
