company_code1|company_code2|acc_name|cst_no|license|bnf_name|bnf_type|shareholding_ratio|bnf_address|id_type5|id_no5|id_deadline5|sys_name|pt
"99730000"|"F1008933000019"|"3月8日下午回归测试"|"21001122343242342343240004"|"null"|"云盼芙"|"14"|"null"|"null"|"11"|"130927198809101848"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"测试团体意外险批文增加保额显示问题"|"21001122343243242340000004"|"null"|"云盼芙"|"14"|"null"|"null"|"11"|"130927198809101848"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"太平科技保险股份有限公司团体交通测试"|"21001112342342342342340004"|"null"|"云盼芙"|"14"|"null"|"null"|"11"|"130927198809101848"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"团体交通意外伤害保险"|"21001112436235000000000000"|"null"|"云盼芙"|"14"|"null"|"null"|"11"|"130927198809101848"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"3月8日下午回归测试"|"21001122343242342343240004"|"null"|"柯乐蓉"|"14"|"null"|"null"|"11"|"140829199302121122"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"测试团体意外险批文增加保额显示问题"|"21001122343243242340000004"|"null"|"柯乐蓉"|"14"|"null"|"null"|"11"|"140829199302121122"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"太平科技保险股份有限公司团体交通测试"|"21001112342342342342340004"|"null"|"柯乐蓉"|"14"|"null"|"null"|"11"|"140829199302121122"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"团体交通意外伤害保险"|"21001112436235000000000000"|"null"|"柯乐蓉"|"14"|"null"|"null"|"11"|"140829199302121122"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"3月8日下午回归测试"|"21001122343242342343240004"|"null"|"邹千亦"|"14"|"null"|"null"|"11"|"140921197510079024"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"测试团体意外险批文增加保额显示问题"|"21001122343243242340000004"|"null"|"邹千亦"|"14"|"null"|"null"|"11"|"140921197510079024"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"太平科技保险股份有限公司团体交通测试"|"21001112342342342342340004"|"null"|"邹千亦"|"14"|"null"|"null"|"11"|"140921197510079024"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"团体交通意外伤害保险"|"21001112436235000000000000"|"null"|"邹千亦"|"14"|"null"|"null"|"11"|"140921197510079024"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"3月8日下午回归测试"|"21001122343242342343240004"|"null"|"谈谷梦"|"14"|"null"|"null"|"11"|"141033199105153688"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"测试团体意外险批文增加保额显示问题"|"21001122343243242340000004"|"null"|"谈谷梦"|"14"|"null"|"null"|"11"|"141033199105153688"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"太平科技保险股份有限公司团体交通测试"|"21001112342342342342340004"|"null"|"谈谷梦"|"14"|"null"|"null"|"11"|"141033199105153688"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"团体交通意外伤害保险"|"21001112436235000000000000"|"null"|"谈谷梦"|"14"|"null"|"null"|"11"|"141033199105153688"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"3月8日下午回归测试"|"21001122343242342343240004"|"null"|"李泽"|"14"|"null"|"null"|"11"|"150785197904177746"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"测试团体意外险批文增加保额显示问题"|"21001122343243242340000004"|"null"|"李泽"|"14"|"null"|"null"|"11"|"150785197904177746"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"太平科技保险股份有限公司团体交通测试"|"21001112342342342342340004"|"null"|"李泽"|"14"|"null"|"null"|"11"|"150785197904177746"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"团体交通意外伤害保险"|"21001112436235000000000000"|"null"|"李泽"|"14"|"null"|"null"|"11"|"150785197904177746"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"3月8日下午回归测试"|"21001122343242342343240004"|"null"|"熊秋珊"|"14"|"null"|"null"|"11"|"210803198105034425"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"测试团体意外险批文增加保额显示问题"|"21001122343243242340000004"|"null"|"熊秋珊"|"14"|"null"|"null"|"11"|"210803198105034425"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"太平科技保险股份有限公司团体交通测试"|"21001112342342342342340004"|"null"|"熊秋珊"|"14"|"null"|"null"|"11"|"210803198105034425"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"团体交通意外伤害保险"|"21001112436235000000000000"|"null"|"熊秋珊"|"14"|"null"|"null"|"11"|"210803198105034425"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"3月8日下午回归测试"|"21001122343242342343240004"|"null"|"任静槐"|"14"|"null"|"null"|"11"|"231004197710012665"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"测试团体意外险批文增加保额显示问题"|"21001122343243242340000004"|"null"|"任静槐"|"14"|"null"|"null"|"11"|"231004197710012665"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"太平科技保险股份有限公司团体交通测试"|"21001112342342342342340004"|"null"|"任静槐"|"14"|"null"|"null"|"11"|"231004197710012665"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"团体交通意外伤害保险"|"21001112436235000000000000"|"null"|"任静槐"|"14"|"null"|"null"|"11"|"231004197710012665"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"临清市鲁超精密锻造有限公司"|"21001128000000751000000000"|"null"|"大头"|"14"|"null"|"null"|"11"|"342211198704067896"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"飞天大圣-李衮"|"21100033124125123124500002"|"null"|"大头"|"14"|"null"|"null"|"11"|"342211198704067896"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"团体交通意外伤害保险"|"21001112436235000000000000"|"null"|"大头"|"14"|"null"|"null"|"11"|"342211198704067896"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"携程航空意外2"|"21001112433243243200000000"|"null"|"大头"|"14"|"null"|"null"|"11"|"342211198704067896"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"3月8日下午回归测试"|"21001122343242342343240004"|"null"|"章语柳"|"14"|"null"|"null"|"11"|"350322198112146903"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"测试团体意外险批文增加保额显示问题"|"21001122343243242340000004"|"null"|"章语柳"|"14"|"null"|"null"|"11"|"350322198112146903"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"太平科技保险股份有限公司团体交通测试"|"21001112342342342342340004"|"null"|"章语柳"|"14"|"null"|"null"|"11"|"350322198112146903"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"团体交通意外伤害保险"|"21001112436235000000000000"|"null"|"章语柳"|"14"|"null"|"null"|"11"|"350322198112146903"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"3月8日下午回归测试"|"21001122343242342343240004"|"null"|"柳飞烟"|"14"|"null"|"null"|"11"|"360402198303036303"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"测试团体意外险批文增加保额显示问题"|"21001122343243242340000004"|"null"|"柳飞烟"|"14"|"null"|"null"|"11"|"360402198303036303"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"太平科技保险股份有限公司团体交通测试"|"21001112342342342342340004"|"null"|"柳飞烟"|"14"|"null"|"null"|"11"|"360402198303036303"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"团体交通意外伤害保险"|"21001112436235000000000000"|"null"|"柳飞烟"|"14"|"null"|"null"|"11"|"360402198303036303"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"3月8日下午回归测试"|"21001122343242342343240004"|"null"|"袁白亦"|"14"|"null"|"null"|"11"|"410305198103211865"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"测试团体意外险批文增加保额显示问题"|"21001122343243242340000004"|"null"|"袁白亦"|"14"|"null"|"null"|"11"|"410305198103211865"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"太平科技保险股份有限公司团体交通测试"|"21001112342342342342340004"|"null"|"袁白亦"|"14"|"null"|"null"|"11"|"410305198103211865"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"团体交通意外伤害保险"|"21001112436235000000000000"|"null"|"袁白亦"|"14"|"null"|"null"|"11"|"410305198103211865"|"null"|"@N"|"20190903000000"
"99730000"|"F1008933000019"|"3月8日下午回归测试"|"21001122343242342343240004"|"null"|"危飞荷"|"14"|"null"|"null"|"11"|"410927197701132901"|"null"|"@N"|"20190903000000"
